"class","cap.diameter","cap.shape","cap.surface","cap.color","does.bruise.or.bleed","gill.attachment","gill.spacing","gill.color","stem.height","stem.width","stem.root","stem.surface","stem.color","veil.type","veil.color","has.ring","ring.type","spore.print.color","habitat","season"
"e",4.59,"x","","y","f","a","c","y",4.43,9.18,"","","w","","","f","f","","d","a"
"p",4.85,"f","","n","f","d","c","w",5.55,10.54,"b","","n","","","f","f","","l","w"
"p",2.12,"f","h","y","f","","","n",7.42,2.88,"","","y","","","f","f","","g","u"
"e",12.62,"x","y","n","f","","","w",8.18,26.37,"b","","n","","w","t","e","","d","a"
"e",9.31,"f","","n","t","","","w",11.87,17.02,"b","","w","u","w","t","g","","d","a"
"e",10.04,"x","s","u","f","a","c","w",5.51,17.39,"","","w","","","f","f","","d","u"
"e",11,"f","","n","t","","","w",11.91,18.81,"b","","w","u","w","t","g","","d","a"
"p",3.35,"b","h","n","f","","","n",8.69,5.23,"","","w","","","t","","k","g","u"
"e",8.3,"s","t","o","t","d","c","o",5.51,16.24,"","","w","","","f","f","","d","u"
"e",11.56,"s","","w","t","d","c","p",5.82,25.19,"","","w","","","f","f","","d","a"
"e",4.6,"x","","n","f","x","c","w",7.01,4.19,"","","w","","","f","f","","d","u"
"e",1.57,"c","g","n","f","a","","w",5.1,1.69,"","","g","","","f","f","","l","u"
"p",0.5,"x","g","y","f","","","y",3.39,0.59,"","","y","","","f","f","","d","a"
"p",3.64,"b","","k","f","a","","n",10,2.84,"","","n","","w","f","f","k","g","u"
"p",1.03,"b","t","n","f","","c","k",4.05,2.6,"","","n","","","t","f","","m","u"
"p",3.04,"s","d","w","f","d","d","w",2.99,2.54,"","h","w","","","f","f","","g","a"
"p",6.35,"f","t","e","f","x","d","w",5.39,15.93,"b","","w","","","f","f","","d","u"
"p",3.67,"x","i","e","f","","","e",5.22,5.44,"","","e","","","f","f","n","d","a"
"e",4.58,"x","t","o","f","p","","n",4.94,11.1,"","","n","","","f","f","","d","u"
"e",11.27,"f","e","b","f","","c","b",4.82,17.64,"","","w","","","t","f","","d","a"
"e",4.04,"x","","n","f","x","c","n",8,7.68,"b","","n","","w","t","","","g","s"
"e",0.95,"p","g","w","f","","","g",3.29,1.5,"","","w","","","f","f","","d","a"
"e",2.62,"f","y","n","f","d","d","p",7.53,4.35,"","i","n","","","f","f","","l","u"
"p",9.85,"x","t","e","f","x","d","w",7.14,20.01,"b","","w","","","f","f","","d","a"
"e",4.12,"x","t","n","f","d","","o",6.18,7.6,"","t","w","","","f","f","","d","a"
"p",14.16,"f","","n","f","e","","w",11.83,19.29,"","","w","u","w","t","g","","d","a"
"p",7.11,"x","d","e","t","d","c","w",8.03,10.57,"","","n","","","f","f","","d","a"
"p",7.35,"f","","r","f","x","c","y",5.8,9.47,"","","w","","","f","f","","d","u"
"p",7.37,"x","t","e","f","x","","w",14.39,7.42,"r","g","n","","","f","f","","d","u"
"e",6.5,"c","t","n","f","e","","w",12.07,12.01,"","s","n","u","w","f","f","","d","a"
"e",7.44,"f","s","n","f","s","","n",9.79,13.54,"","t","n","","","f","f","","d","a"
"p",1.42,"b","h","n","f","a","","n",4.8,1.46,"","t","n","","","f","f","","d","a"
"e",1.1,"f","g","n","t","a","","w",5.67,0.92,"","","n","","","f","f","","h","a"
"e",6.56,"x","","e","f","x","c","w",6.99,17.92,"","s","w","","","f","f","","d","a"
"e",6.04,"x","e","l","f","x","c","w",6.35,17.17,"","","w","","","f","f","","d","a"
"p",3.41,"x","y","n","f","a","","w",4.73,3.28,"","y","n","","","t","r","","h","u"
"p",7.94,"x","i","n","f","a","c","n",7.62,7.3,"","i","n","","k","t","z","k","g","u"
"e",1.68,"x","","b","f","","d","u",6.18,4.17,"","","w","","","f","f","","d","a"
"p",11.54,"f","t","n","t","d","c","n",5.34,14.08,"","","n","","","f","f","","h","u"
"p",8.15,"x","w","p","f","s","c","p",4.84,10.74,"","","p","","","f","f","","d","a"
"p",6.31,"f","","g","f","d","c","y",6.09,9.75,"b","","n","","","f","f","","d","a"
"p",11.93,"x","e","n","t","p","","o",8.7,25.71,"c","","y","","","f","f","","d","u"
"p",1.91,"x","g","y","f","d","d","n",2.33,2.76,"","s","n","","","f","f","","h","u"
"e",3.53,"f","t","n","f","d","","o",6.15,7.74,"","t","w","","","f","f","","d","w"
"p",7.95,"x","","g","t","x","","u",8.3,20.58,"s","","g","","u","f","f","","d","a"
"e",1.47,"c","g","n","f","a","","w",4.47,1.51,"","","g","","","f","f","","l","u"
"p",0.59,"x","g","o","f","","","y",3.66,0.74,"","","y","","","f","f","","d","u"
"p",8.11,"p","y","w","f","","","p",12.98,16.23,"","","w","","","f","f","","d","a"
"p",13.29,"x","g","e","f","e","","w",16.47,17.12,"s","y","w","u","w","t","g","","d","a"
"e",2.66,"x","","u","f","","d","w",7.06,5.07,"","","w","","","f","f","","d","u"
"e",6.84,"x","d","n","t","p","","r",5.83,12.26,"","","e","","","f","f","","d","a"
"p",5.03,"f","k","n","f","p","","n",3.05,4.38,"","k","n","","","t","f","","d","u"
"e",1.39,"x","","u","f","","d","w",4.97,4.17,"","","w","","","f","f","","d","w"
"p",3.67,"f","w","u","f","a","c","g",5.17,5.58,"","s","u","","","f","f","","d","a"
"p",17.82,"x","g","k","f","p","","y",5.25,42.05,"","","n","","","f","f","","d","a"
"e",4.64,"f","t","n","f","d","","o",5.74,7.18,"","t","o","","","f","f","","d","w"
"p",11.57,"x","","n","f","e","","w",10.76,13.67,"","","w","u","w","t","g","","d","u"
"p",8.16,"f","t","n","f","x","c","y",5.85,16.91,"","","y","","","f","f","","d","a"
"p",7.59,"b","t","w","f","e","c","w",12.66,13.02,"","y","w","u","w","t","l","","d","u"
"p",2.82,"x","g","n","f","a","","w",7.72,2.64,"","","n","","","f","f","","d","u"
"e",7.81,"x","d","w","f","s","c","w",5.04,27.03,"","","w","","","f","f","","m","u"
"p",6.42,"x","d","n","f","a","c","n",5.92,7.21,"","i","y","","","t","","","d","a"
"p",5.08,"f","","y","f","s","d","y",6.63,14.06,"","i","y","","","f","f","","d","a"
"e",4.14,"f","h","n","f","a","d","y",6.26,5.03,"","s","n","","","f","f","","d","w"
"e",7.26,"x","s","w","f","e","c","n",4.34,11.54,"","","w","","w","t","e","","m","a"
"e",16.97,"x","t","n","f","p","","y",14.68,64.64,"","","n","","","f","f","","d","u"
"e",3.54,"f","h","o","f","a","d","y",5.79,6.37,"","k","n","","","f","f","","d","w"
"e",7.25,"f","h","k","f","s","d","g",5.9,11.37,"","s","g","","","f","f","","d","a"
"p",8.22,"f","h","r","f","","c","w",11.46,16.56,"","","w","u","w","t","p","","d","u"
"p",3.78,"x","","b","f","x","","w",5.08,7.03,"","","w","","","f","f","","d","u"
"e",7.95,"f","","u","f","s","c","u",7.45,19.94,"","","b","","","f","f","","d","a"
"e",6.65,"x","","y","f","e","","w",6.19,12.49,"b","","y","u","y","t","g","","d","u"
"e",11.67,"s","","l","f","s","c","u",7.89,19.65,"","","u","","","f","f","","d","a"
"p",2.63,"x","s","g","f","d","c","w",3.58,7.98,"","","w","","","f","f","","g","a"
"p",2.47,"x","g","n","f","a","","p",6.21,2.39,"","","w","","","f","f","","d","a"
"e",8.12,"x","s","n","f","e","c","w",6.92,10.25,"","i","n","","","f","f","p","d","a"
"p",4.88,"p","s","n","f","","","w",9.99,13.67,"","s","w","","","t","z","","g","u"
"e",11.07,"p","s","w","f","e","c","p",16.7,11.87,"","s","w","","","t","e","","u","w"
"e",6.38,"s","w","y","f","f","f","f",5.2,12.7,"","","y","","","f","f","","d","a"
"p",2.67,"b","","k","f","a","","k",7.93,2.29,"","","g","","w","f","f","k","g","u"
"p",0.95,"x","g","w","f","a","d","w",2.99,1.59,"","","e","","","f","f","","d","a"
"e",10.53,"s","t","p","t","d","c","o",5.22,17.73,"","","w","","","f","f","","d","a"
"p",9.13,"f","y","e","f","s","c","y",5.84,15.99,"","y","y","","","f","f","","d","a"
"p",4.47,"x","t","n","f","a","c","n",4.24,6.71,"","y","n","","","t","z","","d","w"
"p",8.05,"x","t","e","f","x","d","w",7.27,18.23,"b","","w","","","f","f","","d","u"
"p",15.08,"s","t","n","t","d","c","b",4.95,25.85,"","","g","","","f","f","","l","a"
"p",8.87,"x","h","e","f","x","d","w",6.84,17.15,"b","","w","","","f","f","","d","u"
"p",1.87,"p","t","n","f","a","c","g",7.16,2.42,"","t","y","","","t","e","","m","s"
"e",15.55,"x","t","k","f","a","d","y",7.69,22.72,"","","w","","","f","f","w","d","w"
"p",3.85,"b","s","y","f","","c","y",8.25,7.29,"","","y","u","w","t","z","r","d","w"
"e",13.79,"x","s","u","f","x","","n",7.99,26.19,"","","w","","","f","f","","d","a"
"e",1.73,"f","w","n","f","","d","k",5.15,2.78,"","","w","","","f","f","","g","w"
"p",4.42,"o","t","n","f","","c","w",0,0,"f","f","f","","","f","f","n","d","u"
"p",5.19,"f","","y","f","s","d","y",5.5,12.53,"","i","y","","","f","f","","d","a"
"p",8.8,"f","y","y","f","s","c","y",6.72,18.95,"","y","e","","","f","f","","d","a"
"p",3.96,"b","y","n","f","","c","w",6.83,4.71,"s","s","w","","","f","f","","d","u"
"e",9.49,"x","s","w","f","s","c","w",6.55,27.14,"","","w","","","f","f","","d","u"
"p",10,"x","t","n","f","a","d","w",10.97,28.68,"","","w","","","f","f","","d","a"
"p",5.63,"x","h","o","f","a","c","y",6.17,9.28,"","g","o","","","f","f","","g","u"
"p",3.96,"f","","u","f","a","","w",4.57,7.14,"","","w","","","f","f","","d","a"
"p",15.68,"s","k","n","f","d","c","y",4.78,29.21,"","k","k","","","f","f","","d","a"
"p",4.27,"b","y","n","f","","c","u",6.78,4.66,"s","s","w","","","f","f","","d","u"
"p",2.89,"f","s","o","f","a","","o",3.58,5.9,"","","y","","","f","f","","m","a"
"p",7.06,"x","w","p","f","s","c","p",5.12,9.88,"","","p","","","f","f","","d","w"
"e",8.98,"f","","n","t","","","w",10.92,18.78,"b","","w","u","w","t","g","","d","a"
"e",8.56,"x","","g","t","p","","g",11.71,25.25,"","y","w","","","f","f","","d","a"
"p",10.36,"f","h","r","f","","c","w",11.49,18.19,"","","w","u","w","t","g","","d","a"
"e",5.38,"x","t","y","t","x","c","y",5.9,14.77,"","","w","","","f","f","","d","u"
"e",4.33,"f","t","n","f","d","","o",6.39,7.53,"","t","w","","","f","f","","d","w"
"p",6.94,"x","t","n","f","s","","g",6.24,7.73,"","y","n","","","f","f","","d","a"
"e",6.02,"x","s","b","f","x","c","w",7.25,10.3,"","s","n","","","f","f","","l","a"
"p",8.65,"x","i","y","f","a","c","n",8.88,8.69,"","i","n","","k","t","z","k","g","u"
"p",6.26,"x","g","n","f","e","","w",7.34,13.89,"","y","w","u","w","t","p","","d","a"
"e",5.93,"f","i","n","f","e","c","n",4.01,11.6,"","","w","","","t","l","","w","u"
"e",10.81,"f","","g","f","s","c","u",7.73,19.83,"","","u","","","f","f","","l","a"
"p",3.43,"f","k","w","f","s","","p",4.45,3.51,"","","n","","","f","f","p","g","u"
"p",5.54,"s","k","y","f","p","","n",3.88,5.35,"","k","n","","","t","f","","d","u"
"p",5.06,"x","e","e","f","a","","y",7.67,9.39,"","","n","","w","t","z","","d","a"
"p",8.61,"f","","r","f","x","c","y",7.24,13.91,"","","w","","","f","f","","d","a"
"p",5.92,"x","w","p","f","s","c","p",3.23,8.86,"","","p","","","f","f","","d","a"
"p",9.79,"s","t","p","t","d","c","p",8.21,16.43,"","","p","","","t","f","","d","u"
"e",2.97,"x","h","p","f","a","c","o",4.19,6.26,"","","o","","","f","f","","m","w"
"e",6.66,"s","","n","f","s","c","p",5.43,19.7,"b","","u","","","f","f","","d","w"
"e",10.99,"x","e","l","f","x","c","w",8.27,21.88,"","","w","","","f","f","","d","a"
"p",3.77,"x","i","e","f","","","e",5.03,6.18,"","","e","","","f","f","n","d","a"
"p",7.4,"f","h","e","f","x","d","w",6.63,18.83,"b","","w","","","f","f","","d","u"
"e",4.37,"b","g","n","f","x","d","w",4.72,3.17,"","","y","","","f","f","","g","a"
"p",7.64,"x","t","n","f","s","","g",5.67,8.87,"","y","n","","","f","f","","d","a"
"p",6.28,"x","y","w","t","","","p",6.9,12.4,"s","","w","","","t","l","","d","u"
"e",2.49,"f","y","n","f","d","d","p",6.99,3.59,"","i","n","","","f","f","","h","u"
"e",2.86,"x","k","n","f","p","","e",3.52,9.11,"","","n","","","f","f","","d","a"
"p",6.67,"f","d","n","f","d","c","n",5.91,6.84,"","i","n","","","t","","","d","a"
"p",3.02,"x","t","n","f","s","c","n",5.23,7.63,"","","w","","n","t","z","","d","a"
"p",6.66,"s","t","k","t","d","c","n",4.59,24.17,"","","n","","","f","f","","d","a"
"p",1.81,"x","i","l","f","a","","p",5.06,2.54,"","","w","","","f","f","p","g","u"
"p",4.68,"f","","u","f","a","","w",4.85,7.64,"","","w","","","f","f","","d","a"
"e",3.39,"s","d","n","t","d","c","p",4.69,6.13,"","","n","","","f","f","","d","u"
"p",13.93,"f","g","e","f","e","","w",16.43,16.22,"s","y","w","u","w","t","p","","d","u"
"p",6.77,"s","","n","t","d","c","b",5.88,6.71,"","","n","","","f","f","","d","a"
"p",12.12,"f","","g","f","e","","w",10.59,14.99,"","","w","u","w","t","e","","d","a"
"e",5.73,"p","","g","f","f","f","f",6.67,23.01,"","","n","","","f","f","","d","s"
"p",3.8,"f","","w","f","x","c","p",9.95,4.11,"","","n","","","f","f","","d","a"
"p",6.78,"x","y","w","t","","","g",7.63,12.93,"s","","w","","","t","l","","g","u"
"p",1.28,"f","s","y","f","f","f","f",3.6,5.73,"","","y","","","f","f","","d","u"
"e",6.21,"f","","y","f","a","c","w",6.51,15.2,"","","w","","","f","f","","d","a"
"e",13.69,"x","s","w","t","e","","g",9.35,17.22,"s","","w","","","t","r","","m","a"
"e",5.31,"f","y","n","f","s","","g",4.45,8.33,"","","w","","","f","f","","d","u"
"e",10.12,"f","","n","t","","","w",11.66,17.77,"b","","w","u","w","t","g","","d","a"
"e",4.51,"s","l","n","f","f","f","f",7.17,47.62,"","","n","","","f","f","g","d","w"
"p",6.22,"b","y","n","f","","","w",11.07,11.84,"","s","w","","","t","z","","g","u"
"e",10.3,"x","h","n","t","p","","y",7.4,21.7,"","","n","","","f","f","","d","u"
"e",5.06,"x","y","g","f","s","","y",4.75,7.04,"","","w","","","f","f","","d","u"
"p",2.93,"f","w","n","t","d","c","n",3.66,6.36,"","","n","","","f","f","","d","u"
"e",4.86,"x","","r","f","a","","r",6.3,8.78,"","","w","","","f","f","","d","a"
"p",11.07,"f","t","r","t","d","c","b",5.1,25.28,"","","g","","","f","f","","g","u"
"p",5.43,"s","","n","t","d","c","b",5.78,5.36,"","","n","","","f","f","","d","a"
"e",8.34,"x","y","n","f","e","c","p",4.97,11.93,"","","w","","","t","r","","w","u"
"p",3.51,"f","y","e","f","e","c","w",5.19,3.38,"","k","w","","","t","e","","m","u"
"p",18.72,"x","d","k","f","p","","y",5.25,32.17,"","","n","","","f","f","","d","a"
"p",4.72,"f","l","y","f","x","d","e",6.33,5.3,"","","n","","","f","f","","l","u"
"p",1.53,"b","t","n","f","","c","k",4.06,2.87,"","","n","","","t","f","","m","u"
"e",5.84,"x","h","n","f","a","d","n",6.52,5.41,"","t","w","","","t","l","","d","u"
"p",6.18,"b","i","k","f","e","","y",7.79,7.08,"","","k","","","f","f","","g","a"
"e",10.31,"f","","n","f","s","c","b",8.01,23.79,"","","u","","","f","f","","l","a"
"e",5.61,"o","l","n","f","f","f","f",8.41,60.93,"","","n","","","f","f","g","d","u"
"p",3.19,"f","w","o","t","d","c","n",3.79,5.78,"","","n","","","f","f","","d","u"
"e",7.69,"x","d","e","t","p","","y",5.65,12.95,"","","y","","","f","f","","d","u"
"p",5.39,"s","k","n","f","p","","n",3.63,4.63,"","k","n","","","t","f","","d","u"
"p",8.13,"f","w","p","f","s","c","p",4.14,9.64,"","","p","","","f","f","","d","w"
"p",3.59,"b","y","n","f","","c","g",5.85,4.53,"s","s","w","","","f","f","","d","a"
"p",8.25,"x","","g","t","x","","u",8.67,18.85,"s","","u","","u","f","f","","d","a"
"e",7.49,"x","","e","f","x","c","w",5.48,16.75,"","s","w","","","f","f","","d","u"
"p",2.27,"x","g","n","f","a","","p",6.51,2.41,"","","w","","","f","f","","d","a"
"p",1.68,"o","k","n","f","","","n",3.42,1.37,"","","n","","","f","f","","d","a"
"e",10.93,"f","s","w","f","e","c","w",20.7,12.13,"","s","w","","","t","e","","u","s"
"p",11.7,"x","h","g","f","s","","y",7.47,15.9,"","i","n","","","f","f","","d","a"
"p",3.8,"b","t","n","f","x","c","p",6.45,4.3,"","i","n","","","f","f","","m","u"
"p",9.21,"x","i","y","f","a","c","k",9.35,8.72,"","i","n","","k","t","z","k","d","u"
"e",6.81,"s","","y","f","a","c","w",5.87,15.17,"","","g","","","f","f","","d","u"
"e",12.23,"s","s","y","f","x","","n",6.75,21.62,"","","p","","","f","f","","d","w"
"p",11.76,"s","t","k","t","d","c","b",4.97,25.37,"","","g","","","f","f","","l","a"
"p",4.26,"b","t","n","f","","","n",12.01,6.67,"","","w","","","t","","k","g","u"
"p",4.19,"f","k","y","f","p","","n",3.6,5.68,"","k","n","","","t","f","","d","u"
"e",3.73,"f","s","w","f","d","d","w",3.35,6.08,"","","w","","","f","f","","g","a"
"p",2.19,"c","t","n","f","","","n",8,2.97,"","","y","","","f","f","","g","a"
"e",7.21,"x","h","y","f","p","","y",6.54,13.55,"","","y","","y","t","","","d","a"
"e",7.62,"x","t","n","f","p","d","y",8,12.29,"","s","n","","","f","f","","d","a"
"p",5.04,"c","i","y","f","","c","r",6.41,8.54,"","","w","","","f","f","","d","u"
"e",8.05,"x","s","n","f","e","c","p",7.26,9.43,"","i","w","","","f","f","p","d","u"
"p",3.82,"o","","w","f","f","f","f",4.98,30.96,"","g","w","","","t","f","","p","a"
"e",16.76,"p","d","e","f","p","","n",16.27,32.66,"s","y","w","","","f","f","","d","u"
"e",11.57,"f","","n","t","","","w",13.18,16.4,"b","","w","u","w","t","g","","d","u"
"p",3.6,"x","i","e","f","","","e",5.3,5.61,"","","e","","","f","f","n","d","a"
"e",4.98,"c","t","n","f","e","","w",10.99,11.16,"","s","n","u","w","f","f","","d","u"
"p",7.87,"x","i","n","f","a","","n",9.64,13.67,"s","","n","","e","f","f","","d","a"
"e",4.2,"x","t","n","f","d","","o",6.28,8.65,"","t","o","","","f","f","","d","a"
"p",7.29,"f","","y","f","x","c","n",6.34,10.56,"","","w","","","f","f","","d","u"
"p",7.36,"x","w","p","f","s","c","p",4.18,9.91,"","","p","","","f","f","","d","w"
"p",10,"o","","n","f","f","f","f",3.66,25.5,"","g","n","","","f","f","","d","s"
"p",7.6,"x","h","e","f","x","d","w",6.09,18.49,"b","","w","","","f","f","","d","a"
"e",10.7,"s","","w","t","d","c","y",5.5,24.92,"","","w","","","f","f","","d","u"
"e",2.72,"f","d","g","t","d","c","p",4.55,6.11,"","","g","","","f","f","","d","a"
"p",9.63,"x","","n","f","x","c","w",11.15,13.51,"r","i","w","","","f","f","","h","u"
"p",17.63,"s","t","r","t","d","c","b",5.54,24.97,"","","n","","","f","f","","d","u"
"p",7.05,"f","","r","f","x","c","y",6.27,11.45,"","","w","","","f","f","","d","a"
"p",3.43,"x","k","w","f","s","","p",4.22,3.51,"","","n","","","f","f","p","g","u"
"p",4.05,"x","y","n","f","a","","w",5.58,3.55,"","y","n","","","t","r","","h","a"
"p",9.61,"x","e","n","f","a","","n",8.66,15.33,"s","","n","","n","f","f","","d","a"
"e",5.81,"x","h","n","f","x","c","w",5.52,6.75,"","y","n","","","t","r","","d","s"
"p",0.69,"x","g","p","f","a","","n",3.78,0.85,"","h","k","","","f","f","","d","s"
"p",0.53,"f","","o","f","d","","o",4.33,0.9,"","","o","","","f","f","w","g","u"
"e",3.54,"x","s","w","f","d","d","w",3.09,6.1,"","","w","","","f","f","","m","a"
"e",6.02,"f","h","n","f","a","d","w",7.25,5.82,"","k","n","","","f","f","","d","a"
"p",7.56,"x","d","o","f","a","","o",9.29,21.96,"r","","o","","","t","r","n","d","w"
"p",17.65,"x","h","e","f","e","","w",17.74,18.15,"s","y","w","u","w","t","g","","d","u"
"e",5.77,"x","y","n","f","e","c","w",6.11,10.11,"","y","n","","","f","f","","d","a"
"p",2.79,"s","w","o","t","d","c","n",2.83,5.22,"","","n","","","f","f","","d","a"
"p",5.77,"x","y","w","t","","","p",7.94,13.01,"s","","w","","","t","l","","g","a"
"p",4.86,"f","","p","f","x","","w",4.46,6.29,"","","w","","","f","f","","d","u"
"e",4.11,"f","t","n","f","d","","o",5.92,6.25,"","t","w","","","f","f","","d","a"
"e",9.89,"x","t","n","t","p","","y",8.1,21.1,"","","n","","","f","f","","d","u"
"p",5.25,"x","i","o","f","e","","g",6.08,6.88,"","","y","","","f","f","","g","a"
"p",14.69,"x","s","n","t","p","","y",8.33,32.61,"c","","y","","","f","f","","d","a"
"p",5.72,"s","k","n","f","p","","n",4.63,7.77,"","k","n","","","t","f","","d","u"
"e",3.59,"x","s","o","f","a","c","o",4.44,6.74,"","","o","","","f","f","","m","w"
"p",3.92,"f","d","b","f","x","c","w",5.52,3.44,"b","s","n","","","f","f","","d","u"
"e",7.23,"x","s","n","f","e","c","p",6.92,9.54,"","i","n","","","f","f","p","d","s"
"e",6.42,"x","s","u","f","a","c","w",4.06,13.07,"","","w","","","f","f","","d","a"
"p",9,"x","w","e","f","x","","w",17.16,9.37,"r","g","n","","","f","f","","d","u"
"p",3.02,"f","w","n","t","d","c","y",3.61,5.67,"","","n","","","f","f","","d","a"
"e",7.22,"s","","g","f","s","c","g",5.35,18.96,"b","","u","","","f","f","","g","w"
"e",4.21,"x","d","n","f","p","","y",5.29,11.1,"","","y","","","f","f","","d","a"
"p",6.55,"f","h","n","f","x","","w",14.3,8.66,"r","g","n","","","f","f","","d","u"
"e",9.02,"x","t","n","t","p","","y",7.17,17.07,"","","n","","w","t","p","","d","u"
"e",1.52,"x","t","y","f","d","","w",5.27,1.6,"","t","y","","","f","f","","h","a"
"p",7.13,"p","g","n","f","e","","w",8.17,15.28,"","y","w","u","w","t","p","","d","u"
"e",8.63,"f","w","y","f","f","f","f",7.21,17.65,"","","y","","","f","f","","d","a"
"p",6.41,"x","","n","f","d","c","y",5.82,10.29,"b","","n","","","f","f","","d","a"
"p",3.38,"f","d","b","f","x","c","w",4.25,2.96,"b","s","n","","","f","f","","l","a"
"p",6.82,"s","t","r","t","d","","w",4.35,11.7,"","t","r","","","f","f","","d","a"
"e",7.35,"x","d","n","t","p","","y",6.4,13.43,"","","y","","","f","f","","d","u"
"p",8.46,"x","y","w","t","","","g",9.14,15.13,"s","","w","","","t","l","","g","a"
"e",4.67,"x","","w","f","d","","r",5.96,7.77,"","","w","","","f","f","","l","u"
"e",7.25,"x","d","n","t","p","","r",5.3,11.34,"","","e","","","f","f","","d","u"
"p",26.05,"x","g","n","f","p","","y",6.09,54.7,"","","n","","","f","f","","d","a"
"e",6.03,"f","d","b","f","d","d","o",5.03,12.87,"","","w","","","f","f","","g","a"
"p",13.63,"s","k","w","t","d","d","n",5.99,26.86,"","","w","","","f","f","","d","a"
"p",2.5,"x","g","n","f","a","","w",6.56,2.34,"","","n","","","f","f","","d","u"
"p",3.25,"s","s","w","f","d","c","w",3,7.28,"","","w","","","f","f","","g","u"
"e",7.06,"x","","w","f","e","","w",6.09,12.9,"b","","w","u","w","t","g","","d","u"
"p",16.04,"x","s","g","f","s","","p",10.07,19.02,"","i","n","","","f","f","","d","a"
